dataset,model,publication_date,organization_primary,organization,org_category,country,domain,task,training_compute_flop,parameters,training_dataset_size,training_cost_2023usd,training_time_hours,training_time_days,training_power_draw_w,hardware_quantity,citations,training_hardware,hardware_family,model_accessibility,open_weights,training_code_accessibility,confidence,compute_estimation_method
large_scale,Chinchilla,2022-03-29,DeepMind,DeepMind,,United Kingdom of Great Britain and Northern Ireland,Language,Language modeling,5.76e+23,70000000000.0,,,,,,,3188.0,"Google TPU v4,Google TPU v3",Google TPU v4,Unreleased,,Unreleased,Confident,
large_scale,PaLM (540B),2022-04-04,Google Research,Google Research,,United States of America,Language,"Language modeling,Code generation,Translation",2.5272e+24,540350000000.0,,,1536.0,64.0,,6144.0,7999.0,Google TPU v4,Google TPU v4,Unreleased,,Unreleased,Confident,
large_scale,DALL·E 2,2022-04-06,OpenAI,OpenAI,,United States of America,Image generation,"Text-to-image,Image generation",3.3695784e+23,3500000000.0,,,,,,,8200.0,,,API access,,Unreleased,Speculative,
large_scale,VLM-4,2022-04-12,LightOn,LightOn,,France,Language,"Language modeling/generation,Translation,Text summarization,Text classification",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,OPT-13B,2022-05-02,Meta AI,Meta AI,,United States of America,,,3.53e+23,13000000000.0,,,,,,,,,,,,,Likely,
large_scale,OPT-175B,2022-05-02,Meta AI,Meta AI,,United States of America,Language,"Language modeling,Chat,Language modeling/generation,Question answering",4.3e+23,175000000000.0,,,793.5,33.0625,,1024.0,4716.0,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (non-commercial),,Open source,Confident,
large_scale,UL2,2022-05-10,Google Research,"Google Research,Google Brain",,United States of America,Language,"Language modeling/generation,Question answering,Text summarization",1.2e+23,20000000000.0,,,744.0,31.0,,512.0,387.0,Google TPU v4,Google TPU v4,Open weights (unrestricted),,Unreleased,Confident,
large_scale,BIG-G 137B,2022-06-09,Google,Google,,United States of America,Language,Language modeling/generation,5.6e+23,137000000000.0,,,,,,,2441.0,,,Unreleased,,Unreleased,Confident,
large_scale,MetaLM,2022-06-13,Microsoft Research,Microsoft Research,,United States of America,Multimodal,"Language modeling,Visual question answering,Language modeling/generation,Image captioning",,,,,,,,,110.0,,,Unreleased,,Unreleased,Speculative,
large_scale,OPT-66B,2022-06-21,Meta AI,Meta AI,,United States of America,Language,"Language modeling,Chat,Language modeling/generation,Question answering",1.100000000001e+23,66000000000.0,,,,,,,4716.0,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (non-commercial),,Open source,Confident,
large_scale,Parti,2022-06-22,Google Research,Google Research,,United States of America,Image generation,"Text-to-image,Image generation",5.09607936e+23,20000000000.0,,,,,,,1476.0,Google TPU v4,Google TPU v4,Unreleased,,Unreleased,Confident,
large_scale,YaLM,2022-06-23,Yandex,Yandex,,Russia,Language,"Language modeling,Chat",2.2e+23,100000000000.0,,,1560.0,65.0,,800.0,,NVIDIA A100,NVIDIA A100 / A800,Open weights (unrestricted),,Unreleased,Likely,
large_scale,CodeWhisperer,2022-06-24,Amazon,Amazon,,United States of America,Language,Code generation,,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Minerva (540B),2022-06-29,Google,Google,,United States of America,Language,"Quantitative reasoning,Mathematical reasoning,Language modeling/generation,Question answering",2.7415e+24,540350000000.0,,,696.0,29.0,,1024.0,1673.0,Google TPU v4,Google TPU v4,Unreleased,,Unreleased,Confident,
large_scale,BLOOM-176B,2022-07-11,Hugging Face,"Hugging Face,BigScience",,Multinational,Language,"Language modeling,Translation,Code generation",3.65664e+23,176247271424.0,,,2808.0,117.0,,384.0,2917.0,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (restricted use),,Unreleased,Confident,
large_scale,YuYan 11B,2022-07-15,Hong Kong Baptist University,"Hong Kong Baptist University,NetEase",,Multinational,Language,Language modeling/generation,,11000000000.0,,,,,,,11.0,"NVIDIA A100 PCIe,NVIDIA GeForce RTX 2080 Ti 11GB",NVIDIA A100 / A800,,,,Confident,
large_scale,AlexaTM 20B,2022-08-02,Amazon,Amazon,,United States of America,Language,"Language modeling,Translation,Question answering",2.04374016e+23,19750000000.0,,,2880.0,120.0,,128.0,90.0,NVIDIA A100,NVIDIA A100 / A800,API access,,Unreleased,Confident,
large_scale,GLM-130B,2022-08-04,Tsinghua University,Tsinghua University,,China,Language,"Language modeling/generation,Translation",3.5490054945e+23,130000000000.0,,,1440.0,60.0,,768.0,1264.0,NVIDIA A100 SXM4 40 GB,NVIDIA A100 / A800,Open weights (non-commercial),,Unreleased,Confident,
large_scale,Luminous-extended,2022-08-15,Aleph Alpha,Aleph Alpha,,Germany,Language,Language modeling/generation,1.0019457e+23,30000000000.0,,,1344.0,56.0,,512.0,,NVIDIA A100 SXM4 40 GB,NVIDIA A100 / A800,API access,,Unreleased,Confident,
large_scale,Luminous-supreme,2022-08-15,Aleph Alpha,Aleph Alpha,,Germany,Language,Language generation,3.5461e+23,70000000000.0,,,2016.0,84.0,,512.0,,"NVIDIA A100 SXM4 40 GB,NVIDIA A100 SXM4 80 GB",NVIDIA A100 / A800,API access,,Unreleased,Confident,
large_scale,PaLI,2022-09-14,Google,Google,,United States of America,Multimodal,"Visual question answering,Language modeling/generation,Image captioning",1.69e+23,16900000000.0,,,240.0,10.0,,1024.0,983.0,Google TPU v4,Google TPU v4,Unreleased,,Unreleased,Likely,
large_scale,Make-A-Video,2022-09-29,Meta AI,Meta AI,,United States of America,Video,"Video generation,Text-to-video",,,,,,,,,2005.0,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Imagen Video,2022-10-05,Google Brain,Google Brain,,United States of America,Video,"Video generation,Text-to-video",,11600000000.0,,,,,,,2019.0,,,Unreleased,,Unreleased,Confident,
large_scale,Galactica,2022-11-16,Meta AI,Meta AI,,United States of America,Language,"Language modeling,Question answering,Mathematical reasoning,Medical diagnosis,Language modeling/generation",3.24e+23,120000000000.0,,,,,,128.0,1017.0,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (non-commercial),,Unreleased,Likely,
large_scale,Whisper v2,2022-12-05,OpenAI,OpenAI,,United States of America,Speech,Speech recognition (ASR),1.1e+23,1550000000.0,,,,,,,7066.0,,,Open weights (unrestricted),,Unreleased,Likely,
large_scale,Eleven Monolingual v1,2023-01-16,ElevenLabs,ElevenLabs,,United States of America,Speech,"Text-to-speech (TTS),Speech synthesis",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Gen-1,2023-02-06,Runway,Runway,,United States of America,Video,"Video generation,Text-to-video",,,,,,,,,734.0,,,API access,,Unreleased,Unknown,
large_scale,ViT-22B,2023-02-10,Google,Google,,United States of America,Vision,"Object detection,Image classification",1.93248e+23,21743000000.0,,,347.4,14.475,,1024.0,862.0,Google TPU v4,Google TPU v4,Unreleased,,Unreleased,Confident,
large_scale,Anthropic LM 175B,2023-02-15,Anthropic,Anthropic,,United States of America,Language,"Language modeling/generation,Question answering",,175000000000.0,,,,,,,206.0,,,Unreleased,,Unreleased,Confident,
large_scale,LLaMA-65B,2023-02-24,Meta AI,Meta AI,,United States of America,Language,"Language modeling,Code generation",5.5e+23,65200000000.0,,,500.0,20.833333333333332,,2048.0,19926.0,NVIDIA A100,NVIDIA A100 / A800,Open weights (non-commercial),,Unreleased,Confident,
large_scale,CodeGen-Mono 16.1B,2023-02-27,Salesforce,Salesforce,,United States of America,Language,"Code generation,Code autocompletion",,16100000000.0,,,,,,,1473.0,Google TPU v4,Google TPU v4,Open weights (unrestricted),,,Likely,
large_scale,LLaMA-33B,2023-02-27,Meta AI,Meta AI,,United States of America,Language,"Language modeling,Code generation,Language modeling/generation,Question answering",2.7300000000001e+23,32500000000.0,,,,,,,19926.0,,,Open weights (non-commercial),,Unreleased,Confident,
large_scale,Cohere Command,2023-03-01,Cohere,Cohere,,Canada,Language,Language modeling/generation,,52000000000.0,,,,,,,,Google TPU v4,Google TPU v4,API access,,Unreleased,Speculative,
large_scale,Jurassic-2 Jumbo,2023-03-01,AI21 Labs,AI21 Labs,,Israel,Language,"Language modeling,Translation,Language modeling/generation,Question answering",,178000000000.0,,,,,,,,,,API access,,Unreleased,,
large_scale,Claude,2023-03-14,Anthropic,Anthropic,,United States of America,Language,"Language modeling,Chat,Language modeling/generation,Question answering",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Falcon-40B,2023-03-15,Technology Innovation Institute,Technology Innovation Institute,,United Arab Emirates,Language,"Language modeling,Language modeling/generation,Question answering",2.4e+23,40000000000.0,,,1440.0,60.0,,384.0,,NVIDIA A100,NVIDIA A100 / A800,Open weights (unrestricted),,Unreleased,Confident,
large_scale,GPT-4 (Mar 2023),2023-03-15,OpenAI,OpenAI,,United States of America,Multimodal,"Language modeling,Language modeling/generation,Question answering,Visual question answering",2.1e+25,1800000000000.0,,,2280.0,95.0,,25000.0,24490.0,NVIDIA A100 SXM4 40 GB,NVIDIA A100 / A800,API access,,Unreleased,Likely,
large_scale,Gen-2,2023-03-20,Runway,Runway,,United States of America,Video,"Video generation,Text-to-video,Image-to-video,Video-to-video",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,PanGu-Σ,2023-03-20,Huawei Noah's Ark Lab,Huawei Noah's Ark Lab,,China,Language,"Code generation,Language modeling,Translation,Question answering",4.67e+23,1085000000000.0,,,2400.0,100.0,,512.0,78.0,Huawei Ascend 910,Huawei Ascend,Unreleased,,Unreleased,Confident,
large_scale,Firefly,2023-03-21,Adobe,Adobe,,United States of America,Image generation,"Image generation,Text-to-image",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,LightOn Mini,2023-03-21,LightOn,LightOn,,France,Language,"Language modeling/generation,Chat",2.4e+23,40000000000.0,,,,,,,,,,Hosted access (no API),,Unreleased,Confident,
large_scale,BloombergGPT,2023-03-30,Bloomberg,"Bloomberg,Johns Hopkins University",,United States of America,Language,"Language modeling,Language modeling/generation,Question answering,Financial management,Text classification",2.36e+23,50558868480.0,,,1270.0,52.916666666666664,,512.0,1299.0,NVIDIA A100,NVIDIA A100 / A800,Unreleased,,Unreleased,Confident,
large_scale,SenseChat,2023-04-10,SenseTime,SenseTime,,Hong Kong,Language,"Chat,Language modeling/generation",3.89e+24,180000000000.0,,,,,,,,,,API access,,Unreleased,Speculative,
large_scale,Anthropic LM 52B,2023-04-12,Anthropic,Anthropic,,United States of America,Language,"Language modeling/generation,Question answering",,52000000000.0,,,,,,,3982.0,,,Unreleased,,Unreleased,Confident,
large_scale,AiLMe-100B v3,2023-04-18,Qilin Hesheng Network Technology Co.,"Qilin Hesheng Network Technology Co., Ltd. (APUS)",,China,Multimodal,"Image generation,Audio generation,Video generation,Language generation,Language modeling/generation,Question answering",,100000000000.0,,,,,,,,,,Unreleased,,Unreleased,Confident,
large_scale,Claude 1.3,2023-04-18,Anthropic,Anthropic,,United States of America,Language,"Language modeling,Chat",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,ruGPT-3.5 13B,2023-04-24,Sber,Sber,,Russia,Language,"Chat,Language modeling/generation",1.0699776e+23,13000000000.0,,,1080.0,45.0,,512.0,,"NVIDIA A100,NVIDIA Tesla V100 SXM2",NVIDIA A100 / A800,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Eleven Multilingual v1,2023-04-27,ElevenLabs,ElevenLabs,,United States of America,Speech,"Text-to-speech (TTS),Speech synthesis",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,CodeGen2,2023-05-03,Salesforce,Salesforce,,United States of America,Language,Code generation,,16000000000.0,,,,,,,235.0,,,Open weights (unrestricted),,,Confident,
large_scale,PaLM 2,2023-05-10,Google,Google,,United States of America,Language,"Language modeling,Language modeling/generation",7.34e+24,340000000000.0,,,,,,,1734.0,Google TPU v4,Google TPU v4,API access,,Unreleased,Likely,
large_scale,MusicGen,2023-06-08,Meta AI,Meta AI,,United States of America,Audio,Audio generation,,3359000000.0,,,,,,,665.0,,,Open weights (non-commercial),,Open source,Likely,
large_scale,PolySphere-1,2023-06-08,AI inside,AI inside,,Japan,Language,"Chat,Language modeling/generation,Japanese language modeling",,14000000000.0,,,,,,,,,,Unreleased,,Unreleased,Likely,
large_scale,Wu Dao Aquila-33B,2023-06-10,Beijing Academy of Artificial Intelligence / BAAI,Beijing Academy of Artificial Intelligence / BAAI,,China,Language,"Chat,Code generation,Language modeling/generation,Question answering,Text summarization",,33000000000.0,,,,,,,,NVIDIA A100,NVIDIA A100 / A800,Unreleased,,,Confident,
large_scale,Wu Dao Aquila-7B,2023-06-10,Beijing Academy of Artificial Intelligence / BAAI,Beijing Academy of Artificial Intelligence / BAAI,,China,Language,"Chat,Code generation",,7000000000.0,,,,,,,,NVIDIA A100,NVIDIA A100 / A800,Open weights (restricted use),,Open source,Confident,
large_scale,GPT-3.5 Turbo,2023-06-13,OpenAI,OpenAI,,United States of America,Language,"Language modeling/generation,Question answering,Chat",,20000000000.0,,,,,,,,,,API access,,Unreleased,Likely,
large_scale,MPT-30B,2023-06-22,MosaicML,MosaicML,,United States of America,Language,"Language generation,Code generation",1.8900000000001e+23,30000000000.0,,,278.4,11.6,,512.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Open source,Confident,
large_scale,Inflection-1,2023-06-23,Inflection AI,Inflection AI,,United States of America,Language,Language modeling,1.0001e+24,,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Hosted access (no API),,Unreleased,Speculative,
large_scale,ERNIE 3.5,2023-06-27,Baidu,Baidu,,China,Language,"Language modeling,Language modeling/generation",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Stable Diffusion XL (SDXL),2023-07-04,Stability AI,Stability AI,,United Kingdom of Great Britain and Northern Ireland,Image generation,"Image generation,Text-to-image",,3400000000.0,,,,,,,4666.0,,,Open weights (non-commercial),,Unreleased,Speculative,
large_scale,InternLM,2023-07-06,Shanghai AI Lab,"Shanghai AI Lab,SenseTime",,Multinational,Language,Language modeling,9.984e+23,104000000000.0,,,,,,,,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Unreleased,,Unreleased,Confident,
large_scale,NEC LLM 13B,2023-07-06,NEC Laboratories,NEC Laboratories,,United States of America,Language,"Language modeling/generation,Chat",,13000000000.0,,,,,,512.0,,,,,,,Confident,
large_scale,xTrimoPGLM -100B,2023-07-06,Tsinghua University,"Tsinghua University,BioMap Research",,China,Biology,"Proteins,Protein or nucleotide language model (pLM/nLM),Protein generation",6.2e+23,100000000000.0,,,3912.0,163.0,,768.0,135.0,NVIDIA A100 SXM4 40 GB,NVIDIA A100 / A800,Unreleased,,Unreleased,Confident,
large_scale,Pangu 3.0,2023-07-07,Huawei,Huawei,,China,Multimodal,"Language modeling/generation,Image generation",,100000000000.0,,,,,,,,,,API access,,,Likely,
large_scale,TeleChat,2023-07-07,China Telecom,China Telecom,,China,Language,"Chat,Language modeling/generation,Text summarization,Translation",,,,,,,,,,,,Unreleased,,Unreleased,Unknown,
large_scale,Claude 2,2023-07-11,Anthropic,Anthropic,,United States of America,Language,"Language modeling,Chat,Language modeling/generation,Question answering",3.866e+24,,,,,,,,,,,API access,,Unreleased,Speculative,
large_scale,ChatRhino,2023-07-13,JD.com,JD.com,,China,Language,Chat,,100000000000.0,,,,,,,,,,,,,Confident,
large_scale,BaiLing,2023-07-15,Ant Group,Ant Group,,China,Language,"Language modeling/generation,Question answering",,,,,,,,,,,,Unreleased,,Unreleased,Unknown,
large_scale,Llama 2-13B,2023-07-18,Meta AI,Meta AI,,United States of America,Language,Language modeling,1.6e+23,13000000000.0,,,,,,,16911.0,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (restricted use),,Unreleased,Confident,
large_scale,Llama 2-34B,2023-07-18,Meta AI,Meta AI,,United States of America,Language,Language modeling,4.08e+23,34000000000.0,,,,,,,16911.0,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Unreleased,,Unreleased,Confident,
large_scale,Llama 2-70B,2023-07-18,Meta AI,Meta AI,,United States of America,Language,"Language modeling,Language modeling/generation,Question answering",8.1e+23,70000000000.0,,,1728.0,72.0,,1000.0,16911.0,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (restricted use),,Unreleased,Confident,
large_scale,EXAONE 2.0,2023-07-19,LG AI Research,LG AI Research,,Korea (Republic of),Multimodal,"Language modeling,Image generation,Visual question answering",,300000000000.0,,,,,,,,,,Unreleased,,Unreleased,Speculative,
large_scale,Zi Yue,2023-07-28,NetEase,NetEase,,China,Language,Chat,,,,,,,,,,,,,,,Unknown,
large_scale,Zi Yue 2.0,2023-07-28,NetEase,NetEase,,China,Language,Chat,,,,,,,,,,,,,,,Unknown,
large_scale,CALM,2023-08-06,NVIDIA,"NVIDIA,Technion - Israel Institute of Technology",,Multinational,Robotics,Animal (human/non-human) imitation,,,,,,,,,122.0,NVIDIA A100,NVIDIA A100 / A800,,,,Unknown,
large_scale,Baichuan2-53B,2023-08-09,Baichuan,Baichuan,,China,Language,"Language modeling/generation,Chat",8.268e+23,53000000000.0,,,,,,,,,,Unreleased,,Unreleased,Likely,
large_scale,Claude Instant,2023-08-09,Anthropic,Anthropic,,United States of America,Language,"Language modeling,Chat",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Code Llama-34B,2023-08-14,Meta AI,Meta AI,,United States of America,Language,Code generation,5.3e+23,34000000000.0,,,,,,,3163.0,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (restricted use),,Unreleased,Confident,
large_scale,KwaiYii 13B,2023-08-16,Kuaishou Technology,Kuaishou Technology,,China,Language,Chat,,13000000000.0,,,,,,,,,,Unreleased,,,Likely,
large_scale,VARCO LLM 2.0 base,2023-08-16,NCSOFT,NCSOFT,,Korea (Republic of),Language,"Language modeling/generation,Chat,Translation,Question answering",1.248e+23,13000000000.0,,,,,,,,,,API access,,Unreleased,Likely,
large_scale,Dou Bao,2023-08-18,ByteDance,ByteDance,,China,Language,"Chat,Language modeling/generation",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Eleven Multilingual v2,2023-08-22,ElevenLabs,ElevenLabs,,United States of America,Speech,"Text-to-speech (TTS),Speech synthesis",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,HyperCLOVA X,2023-08-24,NAVER,NAVER,,Korea (Republic of),Language,"Language modeling/generation,Chat,Search,Translation,Code generation,Question answering,Quantitative reasoning",,,,,,,,,,,,API access,,Unreleased,Speculative,
large_scale,MathGPT,2023-08-24,TAL Education Group (Xueersi),TAL Education Group (Xueersi),,China,Language,Quantitative reasoning,,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Luca 2.0,2023-08-29,Mianbi Intelligence,Mianbi Intelligence,,China,,,1.1999999999999999e+24,100000000000.0,,,,,,,,,,Hosted access (no API),,Unreleased,Likely,
large_scale,ABAB,2023-08-30,MiniMax,MiniMax,,China,Language,Language generation,,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,360 Smart Brain,2023-09-04,360 Security Technology,360 Security Technology,,China,Multimodal,"Language generation,Chat,Image generation",,,,,,,,,,,,,,,Likely,
large_scale,Baichuan2-13B,2023-09-06,Baichuan,Baichuan,,China,Language,Chat,2.03e+23,13000000000.0,,,,,,1024.0,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,Falcon-180B,2023-09-06,Technology Innovation Institute,Technology Innovation Institute,,United Arab Emirates,Language,"Language modeling,Language modeling/generation,Question answering",3.76e+24,180000000000.0,,,4320.0,180.0,,4096.0,691.0,NVIDIA A100 SXM4 40 GB,NVIDIA A100 / A800,Open weights (restricted use),,Unreleased,Confident,
large_scale,TigerBot-70B,2023-09-06,Tigerobo,Tigerobo,,China,Language,"Chat,Language generation,Language modeling/generation,Question answering",1.02e+24,70000000000.0,,,,,,512.0,,NVIDIA A100,NVIDIA A100 / A800,Open weights (restricted use),,Open source,Confident,
large_scale,Hunyuan,2023-09-07,Tencent,Tencent,,China,Multimodal,"Language modeling/generation,Image generation,Question answering",1.1999999999999999e+24,100000000000.0,,,,,,,,,,API access,,Unreleased,Confident,
large_scale,Baichuan 2-7B,2023-09-20,Baichuan,Baichuan,,China,Language,"Language modeling/generation,Question answering,Translation",1.092e+23,7000000000.0,,,,,,1024.0,982.0,NVIDIA A800 PCIe 40 GB,NVIDIA A100 / A800,Open weights (restricted use),,Open source,Confident,
large_scale,Show-1,2023-09-27,National University of Singapore,National University of Singapore,,Singapore,Video,"Video generation,Text-to-video",,,,,,,,,,NVIDIA A100,NVIDIA A100 / A800,Open weights (non-commercial),,Unreleased,Unknown,
large_scale,Amazon Titan,2023-09-28,Amazon,Amazon,,United States of America,Language,"Semantic search,Image generation,Language modeling/generation,Code generation,Chat,Text-to-image,Translation",4.7999999999999996e+24,200000000000.0,,,1152.0,48.0,,13760.0,,NVIDIA A100,NVIDIA A100 / A800,API access,,Unreleased,Likely,
large_scale,GPT-3.5 Turbo Instruct,2023-09-28,OpenAI,OpenAI,,United States of America,Language,"Language modeling/generation,Question answering,Chat",,20000000000.0,,,,,,,,,,API access,,Unreleased,Likely,
large_scale,PLaMo-13B,2023-09-28,Preferred Networks Inc,Preferred Networks Inc,,Japan,Language,"Language modeling/generation,Chat,Question answering",1.17e+23,13000000000.0,,,720.0,30.0,,480.0,,NVIDIA A100 SXM4 40 GB,NVIDIA A100 / A800,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen-14B,2023-09-28,Alibaba,Alibaba,,China,Language,Language modeling/generation,2.5e+23,14000000000.0,,,,,,,3775.0,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,Qwen-7B,2023-09-28,Alibaba,Alibaba,,China,Language,"Language modeling/generation,Translation",1.01e+23,7000000000.0,,,,,,,3775.0,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,CodeFuse-13B,2023-10-10,Ant Group,Ant Group,,China,Language,Code generation,3.09e+23,13000000000.0,,,960.0,40.0,,512.0,29.0,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Mistral 7B,2023-10-10,Mistral AI,Mistral AI,,France,Language,"Code generation,Language generation,Language modeling/generation,Question answering",,7000000000.0,,,,,,,3461.0,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Jiutian,2023-10-12,China Mobile,China Mobile,,China,Language,Language modeling/generation,1.668e+23,13900000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Likely,
